tiempo,x,y,z,xe,ye,ze
81.985,1.53,0.00,0.02,1.54,0.00,0.02
81.986,1.53,0.00,0.02,1.54,0.00,0.02
81.987,1.53,0.00,0.02,1.54,0.00,0.02
81.988,1.53,0.00,0.02,1.54,0.00,0.02
81.989,1.53,0.00,0.02,1.54,0.00,0.02
81.990,1.53,0.00,0.02,1.54,0.00,0.02
81.991,1.53,0.00,0.02,1.54,0.00,0.02
81.992,1.53,0.00,0.02,1.54,0.00,0.02
81.993,1.53,0.00,0.02,1.54,0.00,0.02
81.994,1.53,0.00,0.02,1.54,0.00,0.02
81.995,1.53,0.00,0.02,1.54,0.00,0.02
81.996,1.53,0.00,0.02,1.54,0.00,0.02
81.997,1.53,0.00,0.02,1.54,0.00,0.02
81.998,1.53,0.00,0.02,1.54,0.00,0.02
81.999,1.53,0.00,0.02,1.54,0.00,0.02
82.000,1.53,0.00,0.02,1.54,0.00,0.02
82.001,1.53,0.00,0.02,1.54,0.00,0.02
82.002,1.53,0.00,0.02,1.54,0.00,0.02
82.003,1.53,0.00,0.02,1.54,0.00,0.02
82.004,1.53,0.00,0.02,1.54,0.00,0.02
82.005,1.53,0.00,0.02,1.54,0.00,0.02
82.006,1.53,0.00,0.02,1.54,0.00,0.02
82.007,1.53,0.00,0.02,1.54,0.00,0.02
82.008,1.53,0.00,0.02,1.54,0.00,0.02
82.009,1.53,0.00,0.02,1.54,0.00,0.02
82.010,1.53,0.00,0.02,1.54,0.00,0.02
82.011,1.53,0.00,0.02,1.54,0.00,0.02
82.012,1.53,0.00,0.02,1.54,0.00,0.02
82.013,1.53,0.00,0.02,1.54,0.00,0.02
82.014,1.53,0.00,0.02,1.54,0.00,0.02
82.015,1.53,0.00,0.02,1.54,0.00,0.02
82.016,1.53,0.00,0.02,1.54,0.00,0.02
82.017,1.53,0.00,0.02,1.54,0.00,0.02
82.018,1.53,0.00,0.02,1.54,0.00,0.02
82.019,1.53,0.00,0.02,1.54,0.00,0.02
82.020,1.53,0.00,0.02,1.54,0.00,0.02
82.021,1.53,0.00,0.02,1.54,0.00,0.02
82.022,1.53,0.00,0.02,1.54,0.00,0.02
82.023,1.53,0.00,0.02,1.53,0.00,0.02
82.024,1.53,0.00,0.02,1.53,0.00,0.02
82.025,1.53,0.00,0.02,1.53,0.00,0.02
82.026,1.53,0.00,0.02,1.53,0.00,0.02
82.027,1.53,0.00,0.02,1.53,0.00,0.02
82.028,1.53,0.00,0.02,1.53,0.00,0.02
82.029,1.53,0.00,0.02,1.53,0.00,0.02
82.030,1.53,0.00,0.02,1.53,0.00,0.02
82.031,1.53,0.00,0.02,1.53,0.00,0.02
82.032,1.53,0.00,0.02,1.53,0.00,0.02
82.033,1.53,0.00,0.02,1.53,0.00,0.02
82.034,1.53,0.00,0.02,1.53,0.00,0.02
82.035,1.53,0.00,0.02,1.53,0.00,0.02
82.036,1.53,0.00,0.02,1.53,0.00,0.02
82.037,1.53,0.00,0.02,1.53,0.00,0.02
82.038,1.53,0.00,0.02,1.53,0.00,0.02
82.039,1.53,0.00,0.02,1.53,0.00,0.02
82.040,1.53,0.00,0.02,1.53,0.00,0.02
82.041,1.53,0.00,0.02,1.53,0.00,0.02
82.042,1.53,0.00,0.02,1.53,0.00,0.02
82.043,1.53,0.00,0.02,1.53,0.00,0.02
82.044,1.53,0.00,0.02,1.53,0.00,0.02
82.045,1.53,0.00,0.02,1.53,0.00,0.02
82.046,1.53,0.00,0.02,1.53,0.00,0.02
82.047,1.53,0.00,0.02,1.53,0.00,0.02
82.048,1.53,0.00,0.02,1.53,0.00,0.02
82.049,1.53,0.00,0.02,1.53,0.00,0.02
82.050,1.53,0.00,0.02,1.53,0.00,0.02
82.051,1.53,0.00,0.02,1.53,0.00,0.02
82.052,1.53,0.00,0.02,1.53,0.00,0.02
82.053,1.53,0.00,0.02,1.53,0.00,0.02
82.054,1.53,0.00,0.02,1.53,0.00,0.02
82.055,1.53,0.00,0.02,1.53,0.00,0.02
82.056,1.53,0.00,0.02,1.53,0.00,0.02
82.057,1.53,0.00,0.02,1.53,0.00,0.02
82.058,1.53,0.00,0.02,1.53,0.00,0.02
82.059,1.53,0.00,0.02,1.53,0.00,0.02
82.060,1.53,0.00,0.02,1.53,0.00,0.02
82.061,1.53,0.00,0.02,1.53,0.00,0.02
82.062,1.53,0.00,0.02,1.53,0.00,0.02
82.063,1.53,0.00,0.02,1.53,0.00,0.02
82.064,1.53,0.00,0.02,1.53,0.00,0.02
82.065,1.53,0.00,0.02,1.53,0.00,0.02
82.066,1.53,0.00,0.02,1.53,0.00,0.02
82.067,1.53,0.00,0.02,1.53,0.00,0.02
82.068,1.53,0.00,0.02,1.53,0.00,0.02
82.069,1.53,0.00,0.02,1.53,0.00,0.02
82.070,1.53,0.00,0.02,1.53,0.00,0.02
82.071,1.53,0.00,0.02,1.53,0.00,0.02
82.072,1.53,0.00,0.02,1.53,0.00,0.02
82.073,1.53,0.00,0.02,1.53,0.00,0.02
82.074,1.53,0.00,0.02,1.53,0.00,0.02
82.075,1.53,0.00,0.02,1.53,0.00,0.02
82.076,1.53,0.00,0.02,1.53,0.00,0.02
82.077,1.53,0.00,0.02,1.53,0.00,0.02
82.078,1.53,0.00,0.02,1.53,0.00,0.02
82.079,1.53,0.00,0.02,1.53,0.00,0.02
82.080,1.53,0.00,0.02,1.53,0.00,0.02
82.081,1.53,0.00,0.02,1.53,0.00,0.02
82.082,1.53,0.00,0.02,1.53,0.00,0.02
82.083,1.53,0.00,0.02,1.53,0.00,0.02
82.084,1.53,0.00,0.02,1.53,0.00,0.02
82.085,1.53,0.00,0.02,1.53,0.00,0.02
82.086,1.53,0.00,0.02,1.53,0.00,0.02
82.087,1.53,0.00,0.02,1.53,0.00,0.02
82.088,1.53,0.00,0.02,1.53,0.00,0.02
82.089,1.53,0.00,0.02,1.53,0.00,0.02
82.090,1.53,0.00,0.02,1.53,0.00,0.02
82.091,1.53,0.00,0.02,1.53,0.00,0.02
82.092,1.53,0.00,0.02,1.53,0.00,0.02
82.093,1.53,0.00,0.02,1.53,0.00,0.02
82.094,1.53,0.00,0.02,1.53,0.00,0.02
82.095,1.53,0.00,0.02,1.53,0.00,0.02
82.096,1.53,0.00,0.02,1.53,0.00,0.02
82.097,1.53,0.00,0.02,1.53,0.00,0.02
82.098,1.53,0.00,0.02,1.53,0.00,0.02
82.099,1.53,0.00,0.02,1.53,0.00,0.02
82.100,1.53,0.00,0.02,1.53,0.00,0.02
82.101,1.53,0.00,0.02,1.53,0.00,0.02
82.102,1.53,0.00,0.02,1.53,0.00,0.02
82.103,1.53,0.00,0.02,1.53,0.00,0.02
82.104,1.53,0.00,0.02,1.53,0.00,0.02
82.105,1.53,0.00,0.02,1.53,0.00,0.02
82.106,1.53,0.00,0.02,1.53,0.00,0.02
82.107,1.53,0.00,0.02,1.53,0.00,0.02
82.108,1.53,0.00,0.02,1.53,0.00,0.02
82.109,1.53,0.00,0.02,1.53,0.00,0.02
82.110,1.53,0.00,0.02,1.53,0.00,0.02
82.111,1.53,0.00,0.02,1.53,0.00,0.02
82.112,1.53,0.00,0.02,1.53,0.00,0.02
82.113,1.53,0.00,0.02,1.53,0.00,0.02
82.114,1.53,0.00,0.02,1.53,0.00,0.02
82.115,1.53,0.00,0.02,1.53,0.00,0.02
82.116,1.53,0.00,0.02,1.53,0.00,0.02
82.117,1.53,0.00,0.02,1.53,0.00,0.02
82.118,1.53,0.00,0.02,1.53,0.00,0.02
82.119,1.53,0.00,0.02,1.53,0.00,0.02
82.120,1.53,0.00,0.02,1.53,0.00,0.02
82.121,1.53,0.00,0.02,1.53,0.00,0.02
82.122,1.53,0.00,0.02,1.53,0.00,0.02
82.123,1.53,0.00,0.02,1.53,0.00,0.02
82.124,1.53,0.00,0.02,1.53,0.00,0.02
82.125,1.53,0.00,0.02,1.53,0.00,0.02
82.125,1.53,0.00,0.02,1.53,0.00,0.02
82.126,1.53,0.00,0.02,1.53,0.00,0.02
82.127,1.53,0.00,0.02,1.53,0.00,0.02
82.128,1.53,0.00,0.02,1.53,0.00,0.02
82.129,1.53,0.00,0.02,1.53,0.00,0.02
82.130,1.53,0.00,0.02,1.53,0.00,0.02
82.131,1.53,0.00,0.02,1.53,0.00,0.02
82.132,1.53,0.00,0.02,1.53,0.00,0.02
82.133,1.53,0.00,0.02,1.53,0.00,0.02
82.134,1.53,0.00,0.02,1.53,0.00,0.02
82.135,1.53,0.00,0.02,1.53,0.00,0.02
82.136,1.53,0.00,0.02,1.53,0.00,0.02
82.137,1.53,0.00,0.02,1.53,0.00,0.02
82.138,1.53,0.00,0.02,1.53,0.00,0.02
82.139,1.53,0.00,0.02,1.53,0.00,0.02
82.140,1.53,0.00,0.02,1.53,0.00,0.02
82.141,1.53,0.00,0.02,1.53,0.00,0.02
82.142,1.53,0.00,0.02,1.53,0.00,0.02
82.143,1.53,0.00,0.02,1.53,0.00,0.02
82.144,1.53,0.00,0.02,1.53,0.00,0.02
82.145,1.53,0.00,0.02,1.53,0.00,0.02
82.146,1.53,0.00,0.02,1.53,0.00,0.02
82.147,1.53,0.00,0.02,1.53,0.00,0.02
82.148,1.53,0.00,0.02,1.53,0.00,0.02
82.149,1.53,0.00,0.02,1.53,0.00,0.02
82.150,1.53,0.00,0.02,1.53,0.00,0.02
82.151,1.53,0.00,0.02,1.53,0.00,0.02
82.152,1.53,0.00,0.02,1.53,0.00,0.02
82.153,1.53,0.00,0.02,1.53,0.00,0.02
82.154,1.53,0.00,0.02,1.53,0.00,0.02
82.155,1.53,0.00,0.02,1.53,0.00,0.02
82.156,1.53,0.00,0.02,1.53,0.00,0.02
82.157,1.53,0.00,0.02,1.53,0.00,0.02
82.158,1.53,0.00,0.02,1.53,0.00,0.02
82.159,1.53,0.00,0.02,1.53,0.00,0.02
82.160,1.53,0.00,0.02,1.53,0.00,0.02
82.161,1.53,0.00,0.02,1.53,0.00,0.02
82.162,1.53,0.00,0.02,1.53,0.00,0.02
82.163,1.53,0.00,0.02,1.53,0.00,0.02
82.164,1.53,0.00,0.02,1.53,0.00,0.02
82.165,1.53,0.00,0.02,1.53,0.00,0.02
82.166,1.53,0.00,0.02,1.53,0.00,0.02
82.167,1.53,0.00,0.02,1.53,0.00,0.02
82.168,1.53,0.00,0.02,1.53,0.00,0.02
82.169,1.53,0.00,0.02,1.53,0.00,0.02
82.170,1.53,0.00,0.02,1.53,0.00,0.02
82.171,1.53,0.00,0.02,1.53,0.00,0.02
82.172,1.53,0.00,0.02,1.53,0.00,0.02
82.173,1.53,0.00,0.02,1.53,0.00,0.02
82.174,1.53,0.00,0.02,1.53,0.00,0.02
82.175,1.53,0.00,0.02,1.53,0.00,0.02
82.176,1.53,0.00,0.02,1.53,0.00,0.02
82.177,1.53,0.00,0.02,1.53,0.00,0.02
82.178,1.53,0.00,0.02,1.53,0.00,0.02
82.179,1.53,0.00,0.02,1.53,0.00,0.02
82.180,1.53,0.00,0.02,1.53,0.00,0.02
82.181,1.53,0.00,0.02,1.53,0.00,0.02
82.182,1.53,0.00,0.02,1.53,0.00,0.02
82.183,1.53,0.00,0.02,1.53,0.00,0.02
82.184,1.53,0.00,0.02,1.53,0.00,0.02
82.185,1.53,0.00,0.02,1.53,0.00,0.02
82.186,1.53,0.00,0.02,1.53,0.00,0.02
82.187,1.53,0.00,0.02,1.53,0.00,0.02
82.188,1.53,0.00,0.02,1.53,0.00,0.02
82.189,1.53,0.00,0.02,1.53,0.00,0.02
82.190,1.53,0.00,0.02,1.53,0.00,0.02
82.191,1.53,0.00,0.02,1.53,0.00,0.02
82.192,1.53,0.00,0.02,1.53,0.00,0.02
82.193,1.53,0.00,0.02,1.53,0.00,0.02
82.194,1.53,0.00,0.02,1.53,0.00,0.02
82.195,1.53,0.00,0.02,1.53,0.00,0.02
82.196,1.53,0.00,0.02,1.53,0.00,0.02
82.197,1.53,0.00,0.02,1.53,0.00,0.02
82.198,1.53,0.00,0.02,1.53,0.00,0.02
82.199,1.53,0.00,0.02,1.53,0.00,0.02
82.200,1.53,0.00,0.02,1.53,0.00,0.02
82.201,1.53,0.00,0.02,1.53,0.00,0.02
82.202,1.53,0.00,0.02,1.53,0.00,0.02
82.203,1.53,0.00,0.02,1.53,0.00,0.02
82.204,1.53,0.00,0.02,1.53,0.00,0.02
82.205,1.53,0.00,0.02,1.53,0.00,0.02
82.206,1.53,0.00,0.02,1.53,0.00,0.02
82.207,1.53,0.00,0.02,1.53,0.00,0.02
82.208,1.53,0.00,0.02,1.53,0.00,0.02
82.209,1.53,0.00,0.02,1.53,0.00,0.02
82.210,1.53,0.00,0.02,1.53,0.00,0.02
82.211,1.53,0.00,0.02,1.53,0.00,0.02
82.212,1.53,0.00,0.02,1.53,0.00,0.02
82.213,1.53,0.00,0.02,1.53,0.00,0.02
82.214,1.53,0.00,0.02,1.53,0.00,0.02
82.215,1.53,0.00,0.02,1.53,0.00,0.02
82.216,1.53,0.00,0.02,1.53,0.00,0.02
82.217,1.53,0.00,0.02,1.53,0.00,0.02
82.218,1.53,0.00,0.02,1.53,0.00,0.02
82.219,1.53,0.00,0.02,1.53,0.00,0.02
82.220,1.53,0.00,0.02,1.53,0.00,0.02
82.221,1.53,0.00,0.02,1.53,0.00,0.02
82.222,1.53,0.00,0.02,1.53,0.00,0.02
82.223,1.53,0.00,0.02,1.53,0.00,0.02
82.224,1.53,0.00,0.02,1.53,0.00,0.02
82.225,1.53,0.00,0.02,1.53,0.00,0.02
82.226,1.53,0.00,0.02,1.53,0.00,0.02
82.227,1.53,0.00,0.02,1.53,0.00,0.02
82.228,1.53,0.00,0.02,1.53,0.00,0.02
82.229,1.53,0.00,0.02,1.53,0.00,0.02
82.230,1.53,0.00,0.02,1.53,0.00,0.02
82.231,1.53,0.00,0.02,1.53,0.00,0.02
82.232,1.53,0.00,0.02,1.53,0.00,0.02
82.233,1.53,0.00,0.02,1.53,0.00,0.02
82.234,1.53,0.00,0.02,1.53,0.00,0.02
82.235,1.53,0.00,0.02,1.53,0.00,0.02
82.236,1.53,0.00,0.02,1.53,0.00,0.02
82.237,1.53,0.00,0.02,1.53,0.00,0.02
82.238,1.53,0.00,0.02,1.53,0.00,0.02
82.239,1.53,0.00,0.02,1.53,0.00,0.02
82.240,1.53,0.00,0.02,1.53,0.00,0.02
82.241,1.53,0.00,0.02,1.53,0.00,0.02
82.242,1.53,0.00,0.02,1.53,0.00,0.02
82.243,1.53,0.00,0.02,1.53,0.00,0.02
82.244,1.53,0.00,0.02,1.53,0.00,0.02
82.245,1.53,0.00,0.02,1.53,0.00,0.02
82.246,1.53,0.00,0.02,1.53,0.00,0.02
82.247,1.53,0.00,0.02,1.53,0.00,0.02
82.248,1.53,0.00,0.02,1.53,0.00,0.02
82.249,1.53,0.00,0.02,1.53,0.00,0.02
82.250,1.53,0.00,0.02,1.53,0.00,0.02
82.251,1.53,0.00,0.02,1.53,0.00,0.02
82.252,1.53,0.00,0.02,1.53,0.00,0.02
82.253,1.53,0.00,0.02,1.53,0.00,0.02
82.254,1.53,0.00,0.02,1.53,0.00,0.02
82.255,1.53,0.00,0.02,1.53,0.00,0.02
82.256,1.53,0.00,0.02,1.53,0.00,0.02
82.257,1.53,0.00,0.02,1.53,0.00,0.02
82.258,1.53,0.00,0.02,1.53,0.00,0.02
82.259,1.53,0.00,0.02,1.53,0.00,0.02
82.260,1.53,0.00,0.02,1.53,0.00,0.02
82.261,1.53,0.00,0.02,1.53,0.00,0.02
82.262,1.53,0.00,0.02,1.53,0.00,0.02
82.263,1.53,0.00,0.02,1.53,0.00,0.02
82.264,1.53,0.00,0.02,1.53,0.00,0.02
82.265,1.53,0.00,0.02,1.53,0.00,0.02
82.266,1.53,0.00,0.02,1.53,0.00,0.02
82.267,1.53,0.00,0.02,1.53,0.00,0.02
82.268,1.53,0.00,0.02,1.53,0.00,0.02
82.269,1.53,0.00,0.02,1.53,0.00,0.02
82.270,1.53,0.00,0.02,1.53,0.00,0.02
82.271,1.53,0.00,0.02,1.53,0.00,0.02
82.272,1.53,0.00,0.02,1.53,0.00,0.02
82.273,1.53,0.00,0.02,1.53,0.00,0.02
82.274,1.53,0.00,0.02,1.53,0.00,0.02
82.275,1.53,0.00,0.02,1.53,0.00,0.02
82.276,1.53,0.00,0.02,1.53,0.00,0.02
82.277,1.53,0.00,0.02,1.53,0.00,0.02
82.278,1.53,0.00,0.02,1.53,0.00,0.02
82.279,1.53,0.00,0.02,1.53,0.00,0.02
82.280,1.53,0.00,0.02,1.53,0.00,0.02
82.281,1.53,0.00,0.02,1.53,0.00,0.02
82.282,1.53,0.00,0.02,1.53,0.00,0.02
82.283,1.53,0.00,0.02,1.53,0.00,0.02
82.284,1.53,0.00,0.02,1.53,0.00,0.02
82.285,1.53,0.00,0.02,1.53,0.00,0.02
82.286,1.53,0.00,0.02,1.53,0.00,0.02
82.287,1.53,0.00,0.02,1.53,0.00,0.02
82.288,1.53,0.00,0.02,1.53,0.00,0.02
82.289,1.53,0.00,0.02,1.53,0.00,0.02
82.290,1.53,0.00,0.02,1.53,0.00,0.02
82.291,1.53,0.00,0.02,1.53,0.00,0.02
82.292,1.53,0.00,0.02,1.53,0.00,0.02
82.293,1.53,0.00,0.02,1.53,0.00,0.02
82.294,1.53,0.00,0.02,1.53,0.00,0.02
82.295,1.53,0.00,0.02,1.53,0.00,0.02
82.296,1.53,0.00,0.02,1.53,0.00,0.02
82.297,1.53,0.00,0.02,1.53,0.00,0.02
82.298,1.53,0.00,0.02,1.53,0.00,0.02
82.299,1.53,0.00,0.02,1.53,0.00,0.02
82.300,1.53,0.00,0.02,1.53,0.00,0.02
82.301,1.53,0.00,0.02,1.53,0.00,0.02
82.302,1.53,0.00,0.02,1.53,0.00,0.02
82.303,1.53,0.00,0.02,1.53,0.00,0.02
82.304,1.53,0.00,0.02,1.53,0.00,0.02
82.305,1.53,0.00,0.02,1.53,0.00,0.02
82.306,1.53,0.00,0.02,1.53,0.00,0.02
82.307,1.53,0.00,0.02,1.53,0.00,0.02
82.308,1.53,0.00,0.02,1.53,0.00,0.02
82.309,1.53,0.00,0.02,1.53,0.00,0.02
82.310,1.53,0.00,0.02,1.53,0.00,0.02
82.311,1.53,0.00,0.02,1.53,0.00,0.02
82.312,1.53,0.00,0.02,1.53,0.00,0.02
82.313,1.53,0.00,0.02,1.53,0.00,0.02
82.314,1.53,0.00,0.02,1.53,0.00,0.02
82.315,1.53,0.00,0.02,1.53,0.00,0.02
82.316,1.53,0.00,0.02,1.53,0.00,0.02
82.317,1.53,0.00,0.02,1.53,0.00,0.02
82.318,1.53,0.00,0.02,1.53,0.00,0.02
82.319,1.53,0.00,0.02,1.53,0.00,0.02
82.320,1.53,0.00,0.02,1.53,0.00,0.02
82.321,1.53,0.00,0.02,1.53,0.00,0.02
82.322,1.53,0.00,0.02,1.53,0.00,0.02
82.323,1.53,0.00,0.02,1.53,0.00,0.02
82.324,1.53,0.00,0.02,1.53,0.00,0.02
82.325,1.53,0.00,0.02,1.53,0.00,0.02
82.326,1.53,0.00,0.02,1.53,0.00,0.02
82.327,1.53,0.00,0.02,1.53,0.00,0.02
82.328,1.53,0.00,0.02,1.53,0.00,0.02
82.329,1.53,0.00,0.02,1.53,0.00,0.02
82.330,1.53,0.00,0.02,1.53,0.00,0.02
82.331,1.53,0.00,0.02,1.53,0.00,0.02
82.332,1.53,0.00,0.02,1.53,0.00,0.02
82.333,1.53,0.00,0.02,1.53,0.00,0.02
82.334,1.53,0.00,0.02,1.53,0.00,0.02
82.335,1.53,0.00,0.02,1.53,0.00,0.02
82.336,1.53,0.00,0.02,1.53,0.00,0.02
82.337,1.53,0.00,0.02,1.53,0.00,0.02
82.338,1.53,0.00,0.02,1.53,0.00,0.02
82.339,1.53,0.00,0.02,1.53,0.00,0.02
82.340,1.53,0.00,0.02,1.53,0.00,0.02
82.341,1.53,0.00,0.02,1.53,0.00,0.02
82.342,1.53,0.00,0.02,1.53,0.00,0.02
82.343,1.53,0.00,0.02,1.53,0.00,0.02
82.344,1.53,0.00,0.02,1.53,0.00,0.02
82.345,1.53,0.00,0.02,1.53,0.00,0.02
82.346,1.53,0.00,0.02,1.53,0.00,0.02
82.347,1.53,0.00,0.02,1.53,0.00,0.02
82.348,1.53,0.00,0.02,1.53,0.00,0.02
82.349,1.53,0.00,0.02,1.53,0.00,0.02
82.350,1.53,0.00,0.02,1.53,0.00,0.02
82.351,1.53,0.00,0.02,1.53,0.00,0.02
82.352,1.53,0.00,0.02,1.53,0.00,0.02
82.353,1.53,0.00,0.02,1.53,0.00,0.02
82.354,1.53,0.00,0.02,1.53,0.00,0.02
82.355,1.53,0.00,0.02,1.53,0.00,0.02
82.356,1.53,0.00,0.02,1.53,0.00,0.02
82.357,1.53,0.00,0.02,1.53,0.00,0.02
82.358,1.53,0.00,0.02,1.53,0.00,0.02
82.359,1.53,0.00,0.02,1.53,0.00,0.02
82.360,1.53,0.00,0.02,1.53,0.00,0.02
82.361,1.53,0.00,0.02,1.53,0.00,0.02
82.362,1.53,0.00,0.02,1.53,0.00,0.02
82.363,1.53,0.00,0.02,1.53,0.00,0.02
82.364,1.53,0.00,0.02,1.53,0.00,0.02
82.365,1.53,0.00,0.02,1.53,0.00,0.02
82.366,1.53,0.00,0.02,1.53,0.00,0.02
82.367,1.53,0.00,0.02,1.53,0.00,0.02
82.368,1.53,0.00,0.02,1.53,0.00,0.02
82.369,1.53,0.00,0.02,1.53,0.00,0.02
82.370,1.53,0.00,0.02,1.53,0.00,0.02
82.371,1.53,0.00,0.02,1.53,0.00,0.02
82.372,1.53,0.00,0.02,1.53,0.00,0.02
82.373,1.53,0.00,0.02,1.53,0.00,0.02
82.374,1.53,0.00,0.02,1.53,0.00,0.02
82.375,1.53,0.00,0.02,1.53,0.00,0.02
82.376,1.53,0.00,0.02,1.53,0.00,0.02
82.377,1.53,0.00,0.02,1.53,0.00,0.02
82.378,1.53,0.00,0.02,1.53,0.00,0.02
82.379,1.53,0.00,0.02,1.53,0.00,0.02
82.380,1.53,0.00,0.02,1.53,0.00,0.02
82.381,1.53,0.00,0.02,1.53,0.00,0.02
82.382,1.53,0.00,0.02,1.53,0.00,0.02
82.383,1.53,0.00,0.02,1.53,0.00,0.02
82.384,1.53,0.00,0.02,1.53,0.00,0.02
82.385,1.53,0.00,0.02,1.53,0.00,0.02
82.386,1.53,0.00,0.02,1.53,0.00,0.02
82.387,1.53,0.00,0.02,1.53,0.00,0.02
82.388,1.53,0.00,0.02,1.53,0.00,0.02
82.389,1.53,0.00,0.02,1.53,0.00,0.02
82.390,1.53,0.00,0.02,1.53,0.00,0.02
82.391,1.53,0.00,0.02,1.53,0.00,0.02
82.392,1.53,0.00,0.02,1.53,0.00,0.02
82.393,1.53,0.00,0.02,1.53,0.00,0.02
82.394,1.53,0.00,0.02,1.53,0.00,0.02
82.395,1.53,0.00,0.02,1.53,0.00,0.02
82.396,1.53,0.00,0.02,1.53,0.00,0.02
82.397,1.53,0.00,0.02,1.53,0.00,0.02
82.398,1.53,0.00,0.02,1.53,0.00,0.02
82.399,1.53,0.00,0.02,1.53,0.00,0.02
82.400,1.53,0.00,0.02,1.53,0.00,0.02
82.401,1.53,0.00,0.02,1.53,0.00,0.02
82.402,1.53,0.00,0.02,1.53,0.00,0.02
82.403,1.53,0.00,0.02,1.53,0.00,0.02
82.404,1.53,0.00,0.02,1.53,0.00,0.02
82.405,1.53,0.00,0.02,1.53,0.00,0.02
82.406,1.53,0.00,0.02,1.53,0.00,0.02
82.407,1.53,0.00,0.02,1.53,0.00,0.02
82.408,1.53,0.00,0.02,1.53,0.00,0.02
82.409,1.53,0.00,0.02,1.53,0.00,0.02
82.410,1.53,0.00,0.02,1.53,0.00,0.02
82.411,1.53,0.00,0.02,1.53,0.00,0.02
82.412,1.53,0.00,0.02,1.53,0.00,0.02
82.413,1.53,0.00,0.02,1.53,0.00,0.02
82.414,1.53,0.00,0.02,1.53,0.00,0.02
82.415,1.53,0.00,0.02,1.53,0.00,0.02
82.416,1.53,0.00,0.02,1.53,0.00,0.02
82.417,1.53,0.00,0.02,1.53,0.00,0.02
82.418,1.53,0.00,0.02,1.53,0.00,0.02
82.419,1.53,0.00,0.02,1.53,0.00,0.02
82.420,1.53,0.00,0.02,1.53,0.00,0.02
82.421,1.53,0.00,0.02,1.53,0.00,0.02
82.422,1.53,0.00,0.02,1.53,0.00,0.02
82.423,1.53,0.00,0.02,1.53,0.00,0.02
82.424,1.53,0.00,0.02,1.53,0.00,0.02
82.425,1.53,0.00,0.02,1.53,0.00,0.02
82.426,1.53,0.00,0.02,1.53,0.00,0.02
82.427,1.53,0.00,0.02,1.53,0.00,0.02
82.428,1.53,0.00,0.02,1.53,0.00,0.02
82.429,1.53,0.00,0.02,1.53,0.00,0.02
82.430,1.53,0.00,0.02,1.53,0.00,0.02
82.431,1.53,0.00,0.02,1.53,0.00,0.02
82.432,1.53,0.00,0.02,1.53,0.00,0.02
82.433,1.53,0.00,0.02,1.53,0.00,0.02
82.434,1.53,0.00,0.02,1.53,0.00,0.02
82.435,1.53,0.00,0.02,1.53,0.00,0.02
82.436,1.53,0.00,0.02,1.53,0.00,0.02
82.437,1.53,0.00,0.02,1.53,0.00,0.02
82.438,1.53,0.00,0.02,1.53,0.00,0.02
82.439,1.53,0.00,0.02,1.53,0.00,0.02
82.440,1.53,0.00,0.02,1.53,0.00,0.02
82.441,1.53,0.00,0.02,1.53,0.00,0.02
82.442,1.53,0.00,0.02,1.53,0.00,0.02
82.443,1.53,0.00,0.02,1.53,0.00,0.02
82.444,1.53,0.00,0.02,1.53,0.00,0.02
82.445,1.53,0.00,0.02,1.53,0.00,0.02
82.446,1.53,0.00,0.02,1.53,0.00,0.02
82.447,1.53,0.00,0.02,1.53,0.00,0.02
82.448,1.53,0.00,0.02,1.53,0.00,0.02
82.449,1.53,0.00,0.02,1.53,0.00,0.02
82.450,1.53,0.00,0.02,1.53,0.00,0.02
82.451,1.53,0.00,0.02,1.53,0.00,0.02
82.452,1.53,0.00,0.02,1.53,0.00,0.02
82.453,1.53,0.00,0.02,1.53,0.00,0.02
82.454,1.53,0.00,0.02,1.53,0.00,0.02
82.455,1.53,0.00,0.02,1.53,0.00,0.02
82.456,1.53,0.00,0.02,1.53,0.00,0.02
82.457,1.53,0.00,0.02,1.53,0.00,0.02
82.458,1.53,0.00,0.02,1.53,0.00,0.02
82.459,1.53,0.00,0.02,1.53,0.00,0.02
82.460,1.53,0.00,0.02,1.53,0.00,0.02
82.461,1.53,0.00,0.02,1.53,0.00,0.02
82.462,1.53,0.00,0.02,1.53,0.00,0.02
82.463,1.53,0.00,0.02,1.53,0.00,0.02
82.464,1.53,0.00,0.02,1.53,0.00,0.02
82.465,1.53,0.00,0.02,1.53,0.00,0.02
82.466,1.53,0.00,0.02,1.53,0.00,0.02
82.467,1.53,0.00,0.02,1.53,0.00,0.02
82.468,1.53,0.00,0.02,1.53,0.00,0.02
82.469,1.53,0.00,0.02,1.53,0.00,0.02
82.470,1.53,0.00,0.02,1.53,0.00,0.02
82.471,1.53,0.00,0.02,1.53,0.00,0.02
82.472,1.53,0.00,0.02,1.53,0.00,0.02
82.473,1.53,0.00,0.02,1.53,0.00,0.02
82.474,1.53,0.00,0.02,1.53,0.00,0.02
82.475,1.53,0.00,0.02,1.53,0.00,0.02
82.476,1.53,0.00,0.02,1.53,0.00,0.02
82.477,1.53,0.00,0.02,1.53,0.00,0.02
82.478,1.53,0.00,0.02,1.53,0.00,0.02
82.479,1.53,0.00,0.02,1.53,0.00,0.02
82.480,1.53,0.00,0.02,1.53,0.00,0.02
82.481,1.53,0.00,0.02,1.53,0.00,0.02
82.482,1.53,0.00,0.02,1.53,0.00,0.02
