tiempo,x,y,z,xe,ye,ze
0.000,0.50,21.00,0.10,1.00,21.00,0.10
0.001,0.50,21.00,0.10,1.00,21.00,0.10
0.002,0.50,21.00,0.10,1.00,21.00,0.10
0.003,0.50,21.00,0.10,1.00,20.99,0.10
0.004,0.50,21.00,0.10,1.00,20.99,0.10
0.005,0.50,21.00,0.10,1.00,20.99,0.10
0.006,0.50,21.00,0.10,1.00,20.99,0.10
0.007,0.50,20.99,0.10,0.99,20.99,0.10
0.008,0.50,20.99,0.10,0.99,20.98,0.10
0.009,0.50,20.99,0.10,0.99,20.98,0.10
0.010,0.50,20.99,0.10,0.99,20.98,0.10
0.011,0.50,20.99,0.10,0.99,20.98,0.10
0.012,0.50,20.99,0.10,0.99,20.98,0.10
0.013,0.50,20.99,0.10,0.99,20.97,0.10
0.014,0.50,20.99,0.10,0.99,20.97,0.10
0.015,0.50,20.99,0.10,0.99,20.97,0.10
0.016,0.50,20.99,0.10,0.99,20.97,0.10
0.017,0.50,20.99,0.10,0.99,20.96,0.10
0.018,0.50,20.99,0.10,0.99,20.96,0.10
0.019,0.50,20.99,0.10,0.99,20.96,0.10
0.020,0.50,20.98,0.10,0.99,20.96,0.10
0.021,0.50,20.98,0.10,0.99,20.96,0.10
0.022,0.50,20.98,0.10,0.98,20.95,0.10
0.023,0.50,20.98,0.10,0.98,20.95,0.10
0.024,0.50,20.98,0.10,0.98,20.95,0.10
0.025,0.50,20.98,0.10,0.98,20.95,0.10
0.026,0.50,20.98,0.10,0.98,20.95,0.10
0.027,0.50,20.98,0.10,0.98,20.94,0.10
0.028,0.50,20.98,0.10,0.98,20.94,0.10
0.029,0.50,20.98,0.10,0.98,20.94,0.10
0.030,0.50,20.98,0.10,0.98,20.94,0.10
0.031,0.50,20.98,0.10,0.98,20.94,0.10
0.032,0.50,20.98,0.10,0.98,20.93,0.10
0.033,0.50,20.98,0.10,0.98,20.93,0.10
0.034,0.50,20.97,0.10,0.98,20.93,0.10
0.035,0.50,20.97,0.10,0.98,20.93,0.10
0.036,0.50,20.97,0.10,0.97,20.93,0.10
0.037,0.51,20.97,0.10,0.97,20.92,0.10
0.038,0.51,20.97,0.10,0.97,20.92,0.10
0.039,0.51,20.97,0.10,0.97,20.92,0.10
0.040,0.51,20.97,0.10,0.97,20.92,0.10
0.041,0.51,20.97,0.10,0.97,20.92,0.10
0.042,0.51,20.97,0.10,0.97,20.91,0.10
0.043,0.51,20.97,0.11,0.97,20.91,0.10
0.044,0.51,20.97,0.11,0.97,20.91,0.10
0.045,0.51,20.97,0.11,0.97,20.91,0.10
0.046,0.51,20.97,0.11,0.97,20.91,0.10
0.047,0.51,20.96,0.11,0.97,20.90,0.10
0.048,0.51,20.96,0.11,0.97,20.90,0.10
0.049,0.51,20.96,0.11,0.97,20.90,0.10
0.050,0.51,20.96,0.11,0.97,20.90,0.10
0.051,0.51,20.96,0.11,0.96,20.90,0.10
0.052,0.51,20.96,0.11,0.96,20.89,0.10
0.053,0.51,20.96,0.11,0.96,20.89,0.10
0.054,0.51,20.96,0.11,0.96,20.89,0.10
0.055,0.51,20.96,0.11,0.96,20.89,0.10
0.056,0.51,20.96,0.11,0.96,20.89,0.10
0.057,0.51,20.96,0.11,0.96,20.88,0.10
0.058,0.51,20.96,0.11,0.96,20.88,0.10
0.059,0.51,20.96,0.11,0.96,20.88,0.10
0.060,0.51,20.95,0.11,0.96,20.88,0.10
0.061,0.51,20.95,0.11,0.96,20.88,0.10
0.062,0.51,20.95,0.11,0.96,20.87,0.10
0.063,0.51,20.95,0.11,0.96,20.87,0.10
0.064,0.51,20.95,0.11,0.96,20.87,0.10
0.065,0.51,20.95,0.11,0.96,20.87,0.09
0.066,0.51,20.95,0.11,0.96,20.87,0.09
0.067,0.51,20.95,0.11,0.95,20.86,0.09
0.068,0.51,20.95,0.11,0.95,20.86,0.09
0.069,0.51,20.95,0.11,0.95,20.86,0.09
0.070,0.51,20.95,0.11,0.95,20.86,0.09
0.071,0.51,20.95,0.11,0.95,20.86,0.09
0.072,0.51,20.95,0.11,0.95,20.86,0.09
0.073,0.51,20.94,0.11,0.95,20.85,0.09
0.074,0.51,20.94,0.11,0.95,20.85,0.09
0.075,0.51,20.94,0.11,0.95,20.85,0.09
0.076,0.51,20.94,0.11,0.95,20.85,0.09
0.077,0.51,20.94,0.11,0.95,20.85,0.09
0.078,0.51,20.94,0.11,0.95,20.84,0.09
0.079,0.51,20.94,0.11,0.95,20.84,0.09
0.080,0.51,20.94,0.11,0.95,20.84,0.09
0.081,0.51,20.94,0.11,0.95,20.84,0.09
0.082,0.51,20.94,0.11,0.95,20.84,0.09
0.083,0.51,20.94,0.11,0.94,20.83,0.09
0.084,0.51,20.94,0.11,0.94,20.83,0.09
0.085,0.51,20.94,0.11,0.94,20.83,0.09
0.086,0.51,20.93,0.11,0.94,20.83,0.09
0.087,0.51,20.93,0.11,0.94,20.83,0.09
0.088,0.51,20.93,0.11,0.94,20.82,0.09
0.089,0.51,20.93,0.11,0.94,20.82,0.09
0.090,0.51,20.93,0.11,0.94,20.82,0.09
0.091,0.51,20.93,0.11,0.94,20.82,0.09
0.092,0.51,20.93,0.11,0.94,20.82,0.09
0.093,0.51,20.93,0.11,0.94,20.81,0.09
0.094,0.51,20.93,0.11,0.94,20.81,0.09
0.095,0.51,20.93,0.11,0.94,20.81,0.09
0.096,0.51,20.93,0.11,0.94,20.81,0.09
0.097,0.51,20.93,0.11,0.94,20.81,0.09
0.098,0.51,20.93,0.11,0.94,20.81,0.09
0.099,0.51,20.92,0.11,0.94,20.80,0.09
0.100,0.51,20.92,0.11,0.93,20.80,0.09
0.101,0.51,20.92,0.11,0.93,20.80,0.09
0.102,0.51,20.92,0.11,0.93,20.80,0.09
0.103,0.51,20.92,0.11,0.93,20.80,0.09
0.104,0.51,20.92,0.11,0.93,20.79,0.09
0.105,0.51,20.92,0.11,0.93,20.79,0.09
0.106,0.51,20.92,0.11,0.93,20.79,0.09
0.107,0.51,20.92,0.11,0.93,20.79,0.09
0.108,0.52,20.92,0.11,0.93,20.79,0.09
0.109,0.52,20.92,0.11,0.93,20.78,0.09
0.110,0.52,20.92,0.11,0.93,20.78,0.09
0.111,0.52,20.91,0.11,0.93,20.78,0.09
0.112,0.52,20.91,0.11,0.93,20.78,0.09
0.113,0.52,20.91,0.11,0.93,20.78,0.09
0.114,0.52,20.91,0.11,0.93,20.78,0.09
0.115,0.52,20.91,0.11,0.93,20.77,0.09
0.116,0.52,20.91,0.11,0.93,20.77,0.09
0.117,0.52,20.91,0.11,0.92,20.77,0.09
0.118,0.52,20.91,0.11,0.92,20.77,0.09
0.119,0.52,20.91,0.11,0.92,20.77,0.09
0.120,0.52,20.91,0.11,0.92,20.76,0.09
0.121,0.52,20.91,0.11,0.92,20.76,0.09
0.122,0.52,20.91,0.11,0.92,20.76,0.09
0.123,0.52,20.91,0.12,0.92,20.76,0.09
0.124,0.52,20.90,0.12,0.92,20.76,0.09
0.125,0.52,20.90,0.12,0.92,20.76,0.09
0.126,0.52,20.90,0.12,0.92,20.75,0.09
0.127,0.52,20.90,0.12,0.92,20.75,0.09
0.128,0.52,20.90,0.12,0.92,20.75,0.09
0.129,0.52,20.90,0.12,0.92,20.75,0.09
0.130,0.52,20.90,0.12,0.92,20.75,0.09
0.131,0.52,20.90,0.12,0.92,20.74,0.09
0.132,0.52,20.90,0.12,0.92,20.74,0.09
0.133,0.52,20.90,0.12,0.92,20.74,0.09
0.134,0.52,20.90,0.12,0.92,20.74,0.09
0.135,0.52,20.90,0.12,0.91,20.74,0.09
0.136,0.52,20.90,0.12,0.91,20.74,0.09
0.137,0.52,20.89,0.12,0.91,20.73,0.09
0.138,0.52,20.89,0.12,0.91,20.73,0.09
0.139,0.52,20.89,0.12,0.91,20.73,0.09
0.140,0.52,20.89,0.12,0.91,20.73,0.09
0.141,0.52,20.89,0.12,0.91,20.73,0.09
0.142,0.52,20.89,0.12,0.91,20.72,0.09
0.143,0.52,20.89,0.12,0.91,20.72,0.09
0.144,0.52,20.89,0.12,0.91,20.72,0.09
0.145,0.52,20.89,0.12,0.91,20.72,0.09
0.146,0.52,20.89,0.12,0.91,20.72,0.09
0.147,0.52,20.89,0.12,0.91,20.72,0.09
0.148,0.52,20.89,0.12,0.91,20.71,0.09
0.149,0.52,20.88,0.12,0.91,20.71,0.09
0.150,0.52,20.88,0.12,0.91,20.71,0.09
0.151,0.52,20.88,0.12,0.91,20.71,0.09
0.152,0.52,20.88,0.12,0.91,20.71,0.09
0.153,0.52,20.88,0.12,0.91,20.71,0.09
0.154,0.52,20.88,0.12,0.90,20.70,0.09
0.155,0.52,20.88,0.12,0.90,20.70,0.09
0.156,0.52,20.88,0.12,0.90,20.70,0.09
0.157,0.52,20.88,0.12,0.90,20.70,0.09
0.158,0.52,20.88,0.12,0.90,20.70,0.09
0.159,0.52,20.88,0.12,0.90,20.69,0.09
0.160,0.52,20.88,0.12,0.90,20.69,0.09
0.161,0.52,20.88,0.12,0.90,20.69,0.09
0.162,0.52,20.87,0.12,0.90,20.69,0.09
0.163,0.52,20.87,0.12,0.90,20.69,0.09
0.164,0.52,20.87,0.12,0.90,20.69,0.09
0.165,0.52,20.87,0.12,0.90,20.68,0.09
0.166,0.52,20.87,0.12,0.90,20.68,0.09
0.167,0.52,20.87,0.12,0.90,20.68,0.09
0.168,0.52,20.87,0.12,0.90,20.68,0.09
0.169,0.52,20.87,0.12,0.90,20.68,0.09
0.170,0.52,20.87,0.12,0.90,20.68,0.09
0.171,0.52,20.87,0.12,0.90,20.67,0.09
0.172,0.52,20.87,0.12,0.90,20.67,0.09
0.173,0.52,20.87,0.12,0.90,20.67,0.09
0.174,0.52,20.86,0.12,0.89,20.67,0.09
0.175,0.52,20.86,0.12,0.89,20.67,0.09
0.176,0.52,20.86,0.12,0.89,20.66,0.09
0.177,0.52,20.86,0.12,0.89,20.66,0.09
0.178,0.53,20.86,0.12,0.89,20.66,0.09
0.179,0.53,20.86,0.12,0.89,20.66,0.09
0.180,0.53,20.86,0.12,0.89,20.66,0.09
0.181,0.53,20.86,0.12,0.89,20.66,0.09
0.182,0.53,20.86,0.12,0.89,20.65,0.09
0.183,0.53,20.86,0.12,0.89,20.65,0.09
0.184,0.53,20.86,0.12,0.89,20.65,0.09
0.185,0.53,20.86,0.12,0.89,20.65,0.09
0.186,0.53,20.86,0.12,0.89,20.65,0.09
0.187,0.53,20.85,0.12,0.89,20.65,0.09
0.188,0.53,20.85,0.12,0.89,20.64,0.09
0.189,0.53,20.85,0.12,0.89,20.64,0.09
0.190,0.53,20.85,0.12,0.89,20.64,0.09
0.191,0.53,20.85,0.12,0.89,20.64,0.09
0.192,0.53,20.85,0.12,0.89,20.64,0.09
0.193,0.53,20.85,0.12,0.89,20.64,0.09
0.194,0.53,20.85,0.12,0.88,20.63,0.09
0.195,0.53,20.85,0.12,0.88,20.63,0.09
0.196,0.53,20.85,0.12,0.88,20.63,0.09
0.197,0.53,20.85,0.13,0.88,20.63,0.09
0.198,0.53,20.85,0.13,0.88,20.63,0.09
0.199,0.53,20.84,0.13,0.88,20.63,0.09
0.200,0.53,20.84,0.13,0.88,20.62,0.09
0.201,0.53,20.84,0.13,0.88,20.62,0.09
0.202,0.53,20.84,0.13,0.88,20.62,0.09
0.203,0.53,20.84,0.13,0.88,20.62,0.09
0.204,0.53,20.84,0.13,0.88,20.62,0.09
0.205,0.53,20.84,0.13,0.88,20.62,0.09
0.206,0.53,20.84,0.13,0.88,20.61,0.09
0.207,0.53,20.84,0.13,0.88,20.61,0.09
0.208,0.53,20.84,0.13,0.88,20.61,0.09
0.209,0.53,20.84,0.13,0.88,20.61,0.09
0.210,0.53,20.84,0.13,0.88,20.61,0.09
0.211,0.53,20.83,0.13,0.88,20.60,0.09
0.212,0.53,20.83,0.13,0.88,20.60,0.09
0.213,0.53,20.83,0.13,0.88,20.60,0.09
0.214,0.53,20.83,0.13,0.88,20.60,0.09
0.215,0.53,20.83,0.13,0.88,20.60,0.09
0.216,0.53,20.83,0.13,0.87,20.60,0.09
0.217,0.53,20.83,0.13,0.87,20.59,0.09
0.218,0.53,20.83,0.13,0.87,20.59,0.09
0.219,0.53,20.83,0.13,0.87,20.59,0.09
0.220,0.53,20.83,0.13,0.87,20.59,0.09
0.221,0.53,20.83,0.13,0.87,20.59,0.09
0.222,0.53,20.83,0.13,0.87,20.59,0.09
0.223,0.53,20.83,0.13,0.87,20.58,0.09
0.224,0.53,20.82,0.13,0.87,20.58,0.09
0.225,0.53,20.82,0.13,0.87,20.58,0.09
0.226,0.53,20.82,0.13,0.87,20.58,0.09
0.227,0.53,20.82,0.13,0.87,20.58,0.09
0.228,0.53,20.82,0.13,0.87,20.58,0.09
0.229,0.53,20.82,0.13,0.87,20.58,0.09
0.230,0.53,20.82,0.13,0.87,20.57,0.09
0.231,0.53,20.82,0.13,0.87,20.57,0.09
0.232,0.53,20.82,0.13,0.87,20.57,0.09
0.233,0.53,20.82,0.13,0.87,20.57,0.09
0.234,0.53,20.82,0.13,0.87,20.57,0.09
0.235,0.53,20.82,0.13,0.87,20.57,0.09
0.236,0.53,20.81,0.13,0.87,20.56,0.09
0.237,0.53,20.81,0.13,0.87,20.56,0.09
0.238,0.53,20.81,0.13,0.87,20.56,0.09
0.239,0.53,20.81,0.13,0.86,20.56,0.09
0.240,0.53,20.81,0.13,0.86,20.56,0.09
0.241,0.53,20.81,0.13,0.86,20.56,0.09
0.242,0.53,20.81,0.13,0.86,20.55,0.09
0.243,0.53,20.81,0.13,0.86,20.55,0.09
0.244,0.53,20.81,0.13,0.86,20.55,0.09
0.245,0.53,20.81,0.13,0.86,20.55,0.09
0.246,0.53,20.81,0.13,0.86,20.55,0.09
0.247,0.54,20.81,0.13,0.86,20.55,0.09
0.248,0.54,20.80,0.13,0.86,20.54,0.09
0.249,0.54,20.80,0.13,0.86,20.54,0.09
0.250,0.54,20.80,0.13,0.86,20.54,0.09
0.251,0.54,20.80,0.13,0.86,20.54,0.09
0.252,0.54,20.80,0.13,0.86,20.54,0.09
0.253,0.54,20.80,0.13,0.86,20.54,0.09
0.254,0.54,20.80,0.13,0.86,20.53,0.09
0.255,0.54,20.80,0.13,0.86,20.53,0.09
0.256,0.54,20.80,0.13,0.86,20.53,0.09
0.257,0.54,20.80,0.13,0.86,20.53,0.09
0.258,0.54,20.80,0.13,0.86,20.53,0.09
0.259,0.54,20.80,0.13,0.86,20.53,0.09
0.260,0.54,20.79,0.13,0.86,20.52,0.09
0.261,0.54,20.79,0.13,0.86,20.52,0.09
0.262,0.54,20.79,0.13,0.86,20.52,0.09
0.263,0.54,20.79,0.13,0.85,20.52,0.09
0.264,0.54,20.79,0.13,0.85,20.52,0.09
0.265,0.54,20.79,0.14,0.85,20.52,0.09
0.266,0.54,20.79,0.14,0.85,20.51,0.08
0.267,0.54,20.79,0.14,0.85,20.51,0.08
0.268,0.54,20.79,0.14,0.85,20.51,0.08
0.269,0.54,20.79,0.14,0.85,20.51,0.08
0.270,0.54,20.79,0.14,0.85,20.51,0.08
0.271,0.54,20.79,0.14,0.85,20.51,0.08
0.272,0.54,20.78,0.14,0.85,20.51,0.08
0.273,0.54,20.78,0.14,0.85,20.50,0.08
0.274,0.54,20.78,0.14,0.85,20.50,0.08
0.275,0.54,20.78,0.14,0.85,20.50,0.08
0.276,0.54,20.78,0.14,0.85,20.50,0.08
0.277,0.54,20.78,0.14,0.85,20.50,0.08
0.278,0.54,20.78,0.14,0.85,20.50,0.08
0.279,0.54,20.78,0.14,0.85,20.49,0.08
0.280,0.54,20.78,0.14,0.85,20.49,0.08
0.281,0.54,20.78,0.14,0.85,20.49,0.08
0.282,0.54,20.78,0.14,0.85,20.49,0.08
0.283,0.54,20.78,0.14,0.85,20.49,0.08
0.284,0.54,20.77,0.14,0.85,20.49,0.08
0.285,0.54,20.77,0.14,0.85,20.48,0.08
0.286,0.54,20.77,0.14,0.85,20.48,0.08
0.287,0.54,20.77,0.14,0.85,20.48,0.08
0.288,0.54,20.77,0.14,0.85,20.48,0.08
0.289,0.54,20.77,0.14,0.84,20.48,0.08
0.290,0.54,20.77,0.14,0.84,20.48,0.08
0.291,0.54,20.77,0.14,0.84,20.48,0.08
0.292,0.54,20.77,0.14,0.84,20.47,0.08
0.293,0.54,20.77,0.14,0.84,20.47,0.08
0.294,0.54,20.77,0.14,0.84,20.47,0.08
0.295,0.54,20.76,0.14,0.84,20.47,0.08
0.296,0.54,20.76,0.14,0.84,20.47,0.08
0.297,0.54,20.76,0.14,0.84,20.47,0.08
0.298,0.54,20.76,0.14,0.84,20.46,0.08
0.299,0.54,20.76,0.14,0.84,20.46,0.08
0.300,0.54,20.76,0.14,0.84,20.46,0.08
0.301,0.54,20.76,0.14,0.84,20.46,0.08
0.302,0.54,20.76,0.14,0.84,20.46,0.08
0.303,0.54,20.76,0.14,0.84,20.46,0.08
0.304,0.54,20.76,0.14,0.84,20.46,0.08
0.305,0.54,20.76,0.14,0.84,20.45,0.08
0.306,0.54,20.76,0.14,0.84,20.45,0.08
0.307,0.54,20.75,0.14,0.84,20.45,0.08
0.308,0.54,20.75,0.14,0.84,20.45,0.08
0.309,0.54,20.75,0.14,0.84,20.45,0.08
0.310,0.54,20.75,0.14,0.84,20.45,0.08
0.311,0.54,20.75,0.14,0.84,20.44,0.08
0.312,0.54,20.75,0.14,0.84,20.44,0.08
0.313,0.54,20.75,0.14,0.84,20.44,0.08
0.314,0.54,20.75,0.14,0.84,20.44,0.08
0.315,0.55,20.75,0.14,0.84,20.44,0.08
0.316,0.55,20.75,0.14,0.83,20.44,0.08
0.317,0.55,20.75,0.14,0.83,20.44,0.08
0.318,0.55,20.75,0.14,0.83,20.43,0.08
0.319,0.55,20.74,0.14,0.83,20.43,0.08
0.320,0.55,20.74,0.14,0.83,20.43,0.08
0.321,0.55,20.74,0.14,0.83,20.43,0.08
0.322,0.55,20.74,0.14,0.83,20.43,0.08
0.323,0.55,20.74,0.14,0.83,20.43,0.08
0.324,0.55,20.74,0.14,0.83,20.42,0.08
0.325,0.55,20.74,0.14,0.83,20.42,0.08
0.326,0.55,20.74,0.14,0.83,20.42,0.08
0.327,0.55,20.74,0.14,0.83,20.42,0.08
0.328,0.55,20.74,0.15,0.83,20.42,0.08
0.329,0.55,20.74,0.15,0.83,20.42,0.08
0.330,0.55,20.73,0.15,0.83,20.42,0.08
0.331,0.55,20.73,0.15,0.83,20.41,0.08
0.332,0.55,20.73,0.15,0.83,20.41,0.08
0.333,0.55,20.73,0.15,0.83,20.41,0.08
0.334,0.55,20.73,0.15,0.83,20.41,0.08
0.335,0.55,20.73,0.15,0.83,20.41,0.08
0.336,0.55,20.73,0.15,0.83,20.41,0.08
0.337,0.55,20.73,0.15,0.83,20.41,0.08
0.338,0.55,20.73,0.15,0.83,20.40,0.08
0.339,0.55,20.73,0.15,0.83,20.40,0.08
0.340,0.55,20.73,0.15,0.83,20.40,0.08
0.341,0.55,20.73,0.15,0.83,20.40,0.08
0.342,0.55,20.72,0.15,0.83,20.40,0.08
0.343,0.55,20.72,0.15,0.83,20.40,0.08
0.344,0.55,20.72,0.15,0.83,20.39,0.08
0.345,0.55,20.72,0.15,0.83,20.39,0.08
0.346,0.55,20.72,0.15,0.82,20.39,0.08
0.347,0.55,20.72,0.15,0.82,20.39,0.08
0.348,0.55,20.72,0.15,0.82,20.39,0.08
0.349,0.55,20.72,0.15,0.82,20.39,0.08
0.350,0.55,20.72,0.15,0.82,20.39,0.08
0.351,0.55,20.72,0.15,0.82,20.38,0.08
0.352,0.55,20.72,0.15,0.82,20.38,0.08
0.353,0.55,20.72,0.15,0.82,20.38,0.08
0.354,0.55,20.71,0.15,0.82,20.38,0.08
0.355,0.55,20.71,0.15,0.82,20.38,0.08
0.356,0.55,20.71,0.15,0.82,20.38,0.08
0.357,0.55,20.71,0.15,0.82,20.38,0.08
0.358,0.55,20.71,0.15,0.82,20.37,0.08
0.359,0.55,20.71,0.15,0.82,20.37,0.08
0.360,0.55,20.71,0.15,0.82,20.37,0.08
0.361,0.55,20.71,0.15,0.82,20.37,0.08
0.362,0.55,20.71,0.15,0.82,20.37,0.08
0.363,0.55,20.71,0.15,0.82,20.37,0.08
0.364,0.55,20.71,0.15,0.82,20.36,0.08
0.365,0.55,20.70,0.15,0.82,20.36,0.08
0.366,0.55,20.70,0.15,0.82,20.36,0.08
0.367,0.55,20.70,0.15,0.82,20.36,0.08
0.368,0.55,20.70,0.15,0.82,20.36,0.08
0.369,0.55,20.70,0.15,0.82,20.36,0.08
0.370,0.55,20.70,0.15,0.82,20.36,0.08
0.371,0.55,20.70,0.15,0.82,20.35,0.08
0.372,0.55,20.70,0.15,0.82,20.35,0.08
0.373,0.55,20.70,0.15,0.82,20.35,0.08
0.374,0.55,20.70,0.15,0.82,20.35,0.08
0.375,0.55,20.70,0.15,0.82,20.35,0.08
0.376,0.55,20.69,0.15,0.82,20.35,0.08
0.377,0.55,20.69,0.15,0.82,20.35,0.08
0.378,0.55,20.69,0.15,0.81,20.34,0.08
0.379,0.55,20.69,0.15,0.81,20.34,0.08
0.380,0.55,20.69,0.15,0.81,20.34,0.08
0.381,0.56,20.69,0.15,0.81,20.34,0.08
0.382,0.56,20.69,0.15,0.81,20.34,0.08
0.383,0.56,20.69,0.15,0.81,20.34,0.08
0.384,0.56,20.69,0.15,0.81,20.34,0.08
0.385,0.56,20.69,0.15,0.81,20.33,0.08
0.386,0.56,20.69,0.15,0.81,20.33,0.08
0.387,0.56,20.69,0.15,0.81,20.33,0.08
0.388,0.56,20.68,0.16,0.81,20.33,0.08
0.389,0.56,20.68,0.16,0.81,20.33,0.08
0.390,0.56,20.68,0.16,0.81,20.33,0.08
0.391,0.56,20.68,0.16,0.81,20.33,0.08
0.392,0.56,20.68,0.16,0.81,20.32,0.08
0.393,0.56,20.68,0.16,0.81,20.32,0.08
0.394,0.56,20.68,0.16,0.81,20.32,0.08
0.395,0.56,20.68,0.16,0.81,20.32,0.08
0.396,0.56,20.68,0.16,0.81,20.32,0.08
0.397,0.56,20.68,0.16,0.81,20.32,0.08
0.398,0.56,20.68,0.16,0.81,20.32,0.08
0.399,0.56,20.67,0.16,0.81,20.31,0.08
0.400,0.56,20.67,0.16,0.81,20.31,0.08
0.401,0.56,20.67,0.16,0.81,20.31,0.08
0.402,0.56,20.67,0.16,0.81,20.31,0.08
0.403,0.56,20.67,0.16,0.81,20.31,0.08
0.404,0.56,20.67,0.16,0.81,20.31,0.08
0.405,0.56,20.67,0.16,0.81,20.31,0.08
0.406,0.56,20.67,0.16,0.81,20.30,0.08
0.407,0.56,20.67,0.16,0.81,20.30,0.08
0.408,0.56,20.67,0.16,0.81,20.30,0.08
0.409,0.56,20.67,0.16,0.81,20.30,0.08
0.410,0.56,20.66,0.16,0.81,20.30,0.08
0.411,0.56,20.66,0.16,0.81,20.30,0.08
0.412,0.56,20.66,0.16,0.81,20.30,0.08
0.413,0.56,20.66,0.16,0.80,20.29,0.08
0.414,0.56,20.66,0.16,0.80,20.29,0.08
0.415,0.56,20.66,0.16,0.80,20.29,0.08
0.416,0.56,20.66,0.16,0.80,20.29,0.08
0.417,0.56,20.66,0.16,0.80,20.29,0.08
0.418,0.56,20.66,0.16,0.80,20.29,0.08
0.419,0.56,20.66,0.16,0.80,20.29,0.08
0.420,0.56,20.66,0.16,0.80,20.28,0.08
0.421,0.56,20.65,0.16,0.80,20.28,0.08
0.422,0.56,20.65,0.16,0.80,20.28,0.08
0.423,0.56,20.65,0.16,0.80,20.28,0.08
0.424,0.56,20.65,0.16,0.80,20.28,0.08
0.425,0.56,20.65,0.16,0.80,20.28,0.08
0.426,0.56,20.65,0.16,0.80,20.28,0.08
0.427,0.56,20.65,0.16,0.80,20.27,0.08
0.428,0.56,20.65,0.16,0.80,20.27,0.08
0.429,0.56,20.65,0.16,0.80,20.27,0.08
0.430,0.56,20.65,0.16,0.80,20.27,0.08
0.431,0.56,20.65,0.16,0.80,20.27,0.08
0.432,0.56,20.64,0.16,0.80,20.27,0.08
0.433,0.56,20.64,0.16,0.80,20.27,0.08
0.434,0.56,20.64,0.16,0.80,20.26,0.08
0.435,0.56,20.64,0.16,0.80,20.26,0.08
0.436,0.56,20.64,0.16,0.80,20.26,0.08
0.437,0.56,20.64,0.16,0.80,20.26,0.08
0.438,0.56,20.64,0.16,0.80,20.26,0.08
0.439,0.56,20.64,0.16,0.80,20.26,0.08
0.440,0.56,20.64,0.16,0.80,20.26,0.08
0.441,0.56,20.64,0.16,0.80,20.25,0.08
0.442,0.56,20.64,0.16,0.80,20.25,0.08
0.443,0.56,20.63,0.17,0.80,20.25,0.08
0.444,0.56,20.63,0.17,0.80,20.25,0.08
0.445,0.56,20.63,0.17,0.80,20.25,0.08
0.446,0.57,20.63,0.17,0.80,20.25,0.08
0.447,0.57,20.63,0.17,0.80,20.25,0.08
0.448,0.57,20.63,0.17,0.80,20.25,0.08
0.449,0.57,20.63,0.17,0.80,20.24,0.08
0.450,0.57,20.63,0.17,0.80,20.24,0.08
0.451,0.57,20.63,0.17,0.80,20.24,0.08
0.452,0.57,20.63,0.17,0.79,20.24,0.08
0.453,0.57,20.63,0.17,0.79,20.24,0.08
0.454,0.57,20.62,0.17,0.79,20.24,0.08
0.455,0.57,20.62,0.17,0.79,20.24,0.08
0.456,0.57,20.62,0.17,0.79,20.23,0.08
0.457,0.57,20.62,0.17,0.79,20.23,0.08
0.458,0.57,20.62,0.17,0.79,20.23,0.08
0.459,0.57,20.62,0.17,0.79,20.23,0.08
0.460,0.57,20.62,0.17,0.79,20.23,0.08
0.461,0.57,20.62,0.17,0.79,20.23,0.08
0.462,0.57,20.62,0.17,0.79,20.23,0.08
0.463,0.57,20.62,0.17,0.79,20.22,0.08
0.464,0.57,20.62,0.17,0.79,20.22,0.08
0.465,0.57,20.61,0.17,0.79,20.22,0.08
0.466,0.57,20.61,0.17,0.79,20.22,0.08
0.467,0.57,20.61,0.17,0.79,20.22,0.08
0.468,0.57,20.61,0.17,0.79,20.22,0.08
0.469,0.57,20.61,0.17,0.79,20.22,0.08
0.470,0.57,20.61,0.17,0.79,20.22,0.08
0.471,0.57,20.61,0.17,0.79,20.21,0.08
0.472,0.57,20.61,0.17,0.79,20.21,0.08
0.473,0.57,20.61,0.17,0.79,20.21,0.08
0.474,0.57,20.61,0.17,0.79,20.21,0.08
0.475,0.57,20.61,0.17,0.79,20.21,0.08
0.476,0.57,20.60,0.17,0.79,20.21,0.08
0.477,0.57,20.60,0.17,0.79,20.21,0.08
0.478,0.57,20.60,0.17,0.79,20.20,0.08
0.479,0.57,20.60,0.17,0.79,20.20,0.08
0.480,0.57,20.60,0.17,0.79,20.20,0.08
0.481,0.57,20.60,0.17,0.79,20.20,0.08
0.482,0.57,20.60,0.17,0.79,20.20,0.08
0.483,0.57,20.60,0.17,0.79,20.20,0.08
0.484,0.57,20.60,0.17,0.79,20.20,0.08
0.485,0.57,20.60,0.17,0.79,20.19,0.08
0.486,0.57,20.60,0.17,0.79,20.19,0.08
0.487,0.57,20.59,0.17,0.79,20.19,0.08
0.488,0.57,20.59,0.17,0.79,20.19,0.08
0.489,0.57,20.59,0.17,0.79,20.19,0.08
0.490,0.57,20.59,0.17,0.79,20.19,0.08
0.491,0.57,20.59,0.17,0.79,20.19,0.08
0.492,0.57,20.59,0.17,0.79,20.19,0.08
0.493,0.57,20.59,0.17,0.79,20.18,0.08
0.494,0.57,20.59,0.17,0.79,20.18,0.08
0.495,0.57,20.59,0.17,0.79,20.18,0.08
0.496,0.57,20.59,0.18,0.79,20.18,0.08
0.497,0.57,20.59,0.18,0.78,20.18,0.08
0.498,0.57,20.58,0.18,0.78,20.18,0.08
